"ORDEN","P6020","P6051","P5502","P6071","P6071S1","P6081","P6081S1","P6083","P6083S1","LLAVEHOG"
2,2,3,4,0,0,2,0,1,1,"60001791"
3,2,4,5,0,0,2,0,1,2,"60001791"
4,1,4,0,0,0,2,0,1,2,"60001791"
1,2,1,4,0,0,3,0,3,0,"60001801"
2,2,9,5,0,0,3,0,3,0,"60001801"
3,1,10,5,0,0,3,0,2,0,"60001801"
1,1,1,6,2,0,3,0,2,0,"60001811"
1,1,1,6,1,2,2,0,2,0,"60001821"
2,2,2,6,1,1,2,0,2,0,"60001821"
3,2,3,0,0,0,1,1,1,2,"60001821"
1,2,1,4,0,0,3,0,3,0,"60001831"
1,1,1,2,1,2,2,0,2,0,"60001841"
2,2,2,2,1,1,3,0,3,0,"60001841"
3,2,3,0,0,0,1,1,1,2,"60001841"
4,2,14,0,0,0,2,0,2,0,"60001841"
1,2,1,5,0,0,3,0,2,0,"60001851"
2,1,3,5,0,0,2,0,1,1,"60001851"
3,1,3,5,0,0,2,0,1,1,"60001851"
4,1,3,5,0,0,2,0,1,1,"60001851"
5,1,3,0,0,0,2,0,1,1,"60001851"
1,1,1,2,1,2,2,0,2,0,"60001861"
2,2,2,2,1,1,2,0,2,0,"60001861"
1,2,1,4,0,0,3,0,2,0,"60001871"
2,1,3,5,0,0,2,0,1,1,"60001871"
3,1,3,5,0,0,2,0,1,1,"60001871"
4,2,3,5,0,0,2,0,1,1,"60001871"
5,1,4,0,0,0,2,0,1,4,"60001871"
1,1,1,2,1,2,2,0,2,0,"60001881"
2,2,2,2,1,1,1,6,3,0,"60001881"
3,1,3,5,0,0,1,1,1,2,"60001881"
4,1,3,0,0,0,1,1,1,2,"60001881"
5,2,3,0,0,0,1,1,1,2,"60001881"
6,1,6,3,0,0,3,0,3,0,"60001881"
7,1,14,5,0,0,1,6,3,0,"60001881"
1,1,1,6,1,2,3,0,3,0,"60001891"
2,2,2,6,1,1,2,0,2,0,"60001891"
3,1,3,5,0,0,1,1,1,2,"60001891"
4,1,3,5,0,0,1,1,1,2,"60001891"
1,1,1,3,0,0,3,0,3,0,"60001901"
1,1,1,3,0,0,3,0,3,0,"60001911"
2,2,4,4,0,0,2,0,2,0,"60001911"
3,2,9,0,0,0,2,0,1,2,"60001911"
1,2,1,5,0,0,3,0,3,0,"60001921"
2,1,3,5,0,0,2,0,1,1,"60001921"
3,2,3,2,1,4,2,0,1,1,"60001921"
4,1,8,2,1,3,2,0,2,0,"60001921"
5,2,4,0,0,0,1,4,1,3,"60001921"
6,1,4,0,0,0,1,4,1,3,"60001921"
7,1,4,0,0,0,1,4,1,3,"60001921"
8,2,4,0,0,0,1,4,1,3,"60001921"
1,1,1,2,1,2,2,0,3,0,"60001931"
2,2,2,2,1,1,2,0,3,0,"60001931"
3,2,3,5,0,0,1,1,1,2,"60001931"
4,1,3,0,0,0,1,1,1,2,"60001931"
5,2,14,5,0,0,2,0,3,0,"60001931"
1,1,1,6,1,2,3,0,2,0,"60001941"
2,2,2,6,1,1,3,0,2,0,"60001941"
1,1,1,2,1,2,3,0,3,0,"60001951"
2,2,2,2,1,1,2,0,2,0,"60001951"
3,1,3,0,0,0,1,1,1,2,"60001951"
4,2,3,0,0,0,1,1,1,2,"60001951"
5,2,3,0,0,0,1,1,1,2,"60001951"
1,1,1,2,1,2,2,0,2,0,"60001961"
2,2,2,2,1,1,2,0,2,0,"60001961"
3,2,3,0,0,0,1,1,1,2,"60001961"
1,2,1,5,0,0,2,0,2,0,"60001971"
2,1,3,5,0,0,2,0,1,1,"60001971"
3,1,3,5,0,0,2,0,1,1,"60001971"
1,1,1,2,1,2,3,0,2,0,"60001981"
2,2,2,2,1,1,2,0,2,0,"60001981"
1,1,1,2,1,2,3,0,3,0,"60001991"
2,2,2,2,1,1,3,0,2,0,"60001991"
1,2,1,1,1,2,2,0,2,0,"60002001"
2,1,2,1,1,1,3,0,3,0,"60002001"
3,1,3,0,0,0,1,2,2,0,"60002001"
1,2,1,3,0,0,3,0,3,0,"60002011"
2,1,3,5,0,0,3,0,1,1,"60002011"
1,1,1,6,1,2,3,0,3,0,"60002021"
2,2,2,6,1,1,3,0,3,0,"60002021"
3,2,3,6,2,0,1,1,1,2,"60002021"
4,1,4,0,0,0,2,0,1,3,"60002021"
1,1,1,6,1,2,3,0,3,0,"60002031"
2,2,2,6,1,1,2,0,2,0,"60002031"
3,2,3,5,0,0,1,1,1,2,"60002031"
4,1,3,0,0,0,1,1,1,2,"60002031"
1,2,1,4,0,0,2,0,2,0,"60002041"
2,2,3,5,0,0,2,0,1,1,"60002041"
3,2,3,1,2,0,2,0,1,1,"60002041"
4,1,4,0,0,0,2,0,1,3,"60002041"
1,2,1,2,1,2,2,0,2,0,"60002051"
2,1,2,2,1,1,2,0,2,0,"60002051"
3,1,3,0,0,0,2,0,1,1,"60002051"
4,1,3,0,0,0,2,0,1,1,"60002051"
1,1,1,2,1,2,2,0,2,0,"60002061"
2,2,2,2,1,1,2,0,2,0,"60002061"
1,1,1,2,1,2,2,0,2,0,"60002071"
2,2,2,2,1,1,2,0,2,0,"60002071"
3,2,3,5,0,0,2,0,1,2,"60002071"
4,1,3,5,0,0,1,1,2,0,"60002071"
5,1,3,0,0,0,1,1,1,2,"60002071"
1,2,1,4,0,0,3,0,3,0,"60002081"
2,2,3,5,0,0,2,0,1,1,"60002081"
3,1,3,5,0,0,2,0,1,1,"60002081"
4,2,3,0,0,0,2,0,1,1,"60002081"
1,2,1,2,1,2,3,0,3,0,"60002091"
2,1,2,2,1,1,3,0,2,0,"60002091"
3,1,3,5,0,0,1,2,1,1,"60002091"
4,2,3,0,0,0,1,2,1,1,"60002091"
1,2,1,4,0,0,2,0,1,2,"60002101"
2,2,5,3,0,0,2,0,2,0,"60002101"
3,1,3,5,0,0,2,0,1,1,"60002101"
1,1,1,2,1,2,2,0,2,0,"60002111"
2,2,2,2,1,1,2,0,2,0,"60002111"
3,2,3,5,0,0,2,0,1,2,"60002111"
4,2,3,5,0,0,2,0,1,2,"60002111"
1,1,1,5,0,0,3,0,1,2,"60002121"
2,2,5,3,0,0,3,0,3,0,"60002121"
1,1,1,6,1,2,2,0,2,0,"60002131"
2,2,2,6,1,1,2,0,2,0,"60002131"
3,1,3,5,0,0,1,1,1,2,"60002131"
4,2,3,4,0,0,1,1,1,2,"60002131"
5,2,4,0,0,0,2,0,1,4,"60002131"
1,1,1,6,1,2,2,0,2,0,"60002141"
2,2,2,6,1,1,2,0,2,0,"60002141"
3,1,3,5,0,0,1,1,1,2,"60002141"
1,1,1,2,1,2,3,0,3,0,"60002151"
2,2,2,2,1,1,3,0,3,0,"60002151"
1,2,1,4,0,0,3,0,3,0,"60002161"
2,2,3,4,0,0,2,0,1,1,"60002161"
3,1,4,5,0,0,2,0,1,2,"60002161"
4,2,4,0,0,0,2,0,1,2,"60002161"
5,1,4,0,0,0,2,0,1,2,"60002161"
1,1,1,2,1,2,2,0,2,0,"60002171"
2,2,2,2,1,1,2,0,2,0,"60002171"
3,2,3,5,0,0,1,1,1,2,"60002171"
4,1,3,5,0,0,1,1,1,2,"60002171"
1,1,1,2,1,2,3,0,3,0,"60002181"
2,2,2,2,1,1,2,0,3,0,"60002181"
1,2,1,2,2,0,2,0,2,0,"60002191"
2,1,3,0,0,0,2,0,1,1,"60002191"
1,2,1,2,1,2,2,0,2,0,"60002201"
2,1,2,2,1,1,2,0,2,0,"60002201"
3,2,3,5,0,0,2,0,1,1,"60002201"
4,1,3,5,0,0,2,0,1,1,"60002201"
5,2,3,5,0,0,2,0,1,1,"60002201"
6,2,3,0,0,0,1,2,1,1,"60002201"
7,2,3,4,0,0,2,0,1,1,"60002201"
8,2,4,0,0,0,2,0,1,7,"60002201"
1,2,1,1,2,0,2,0,2,0,"60002211"
2,1,3,0,0,0,2,0,1,1,"60002211"
3,2,3,0,0,0,2,0,1,1,"60002211"
1,2,1,6,1,2,2,0,2,0,"60002221"
2,1,2,6,1,1,3,0,3,0,"60002221"
3,2,3,5,0,0,2,0,1,1,"60002221"
4,2,3,0,0,0,1,2,1,1,"60002221"
5,2,3,0,0,0,1,2,1,1,"60002221"
1,1,1,4,0,0,3,0,3,0,"60002231"
1,1,1,4,0,0,3,0,3,0,"60002241"
1,2,1,4,0,0,3,0,3,0,"60002251"
1,2,1,4,0,0,3,0,3,0,"60002261"
1,1,1,6,2,0,2,0,2,0,"60002321"
1,2,1,3,0,0,3,0,3,0,"60002341"
1,2,1,4,0,0,2,0,2,0,"60002351"
1,2,1,4,0,0,2,0,2,0,"60002361"
1,2,1,4,0,0,2,0,2,0,"60002371"
1,1,1,4,0,0,3,0,2,0,"60002381"
1,2,1,5,0,0,2,0,2,0,"60002391"
1,1,1,4,0,0,3,0,2,0,"60002401"
1,2,1,4,0,0,3,0,3,0,"60002411"
2,1,4,5,0,0,2,0,2,0,"60002411"
3,2,4,5,0,0,2,0,2,0,"60002411"
1,1,1,6,1,2,3,0,3,0,"60002421"
2,2,2,6,1,1,3,0,3,0,"60002421"
3,2,4,0,0,0,2,0,2,0,"60002421"
4,2,9,5,0,0,2,0,2,0,"60002421"
1,1,1,2,1,2,3,0,2,0,"60002431"
2,2,2,2,1,1,2,0,2,0,"60002431"
1,1,1,6,1,2,3,0,2,0,"60002441"
2,2,2,6,1,1,2,0,2,0,"60002441"
3,1,3,5,0,0,1,1,1,2,"60002441"
4,2,3,5,0,0,1,1,1,2,"60002441"
1,2,1,6,1,2,3,0,2,0,"60002451"
2,1,2,6,1,1,3,0,3,0,"60002451"
3,2,3,5,0,0,1,2,1,1,"60002451"
4,2,4,5,0,0,2,0,1,3,"60002451"
1,2,1,5,0,0,3,0,1,5,"60002461"
2,1,3,5,0,0,2,0,1,1,"60002461"
3,1,3,5,0,0,2,0,1,1,"60002461"
4,2,3,0,0,0,2,0,1,1,"60002461"
5,2,5,3,0,0,3,0,3,0,"60002461"
6,1,7,5,0,0,2,0,1,5,"60002461"
7,1,9,5,0,0,1,6,2,0,"60002461"
1,1,1,6,1,2,2,0,2,0,"60002471"
2,2,2,6,1,1,2,0,3,0,"60002471"
3,2,3,0,0,0,1,1,1,2,"60002471"
4,2,3,0,0,0,1,1,1,2,"60002471"
5,2,6,3,0,0,2,0,2,0,"60002471"
6,2,14,5,0,0,2,0,3,0,"60002471"
7,1,14,5,0,0,2,0,2,0,"60002471"
1,1,1,2,1,2,3,0,3,0,"60002481"
2,2,2,2,1,1,2,0,3,0,"60002481"
3,1,3,5,0,0,1,1,1,2,"60002481"
4,1,3,5,0,0,1,1,1,2,"60002481"
1,2,1,5,0,0,2,0,2,0,"60002501"
2,2,9,5,0,0,2,0,2,0,"60002501"
1,1,1,6,2,0,3,0,3,0,"60002511"
1,1,1,6,1,2,2,0,3,0,"60002531"
2,2,2,6,1,1,2,0,2,0,"60002531"
3,2,3,5,0,0,1,1,1,2,"60002531"
1,1,1,2,1,2,3,0,3,0,"60002541"
2,2,2,2,1,1,3,0,2,0,"60002541"
3,2,3,1,1,5,1,1,1,2,"60002541"
4,1,4,0,0,0,3,0,1,3,"60002541"
5,1,8,1,1,3,2,0,2,0,"60002541"
1,1,1,6,1,2,2,0,3,0,"60002561"
2,2,2,6,1,1,2,0,2,0,"60002561"
3,2,3,5,0,0,2,0,1,2,"60002561"
4,1,3,5,0,0,1,1,1,2,"60002561"
5,2,3,5,0,0,1,1,1,2,"60002561"
1,2,1,5,0,0,3,0,3,0,"60002571"
1,1,1,2,1,2,2,0,2,0,"60002581"
2,2,2,2,1,1,3,0,2,0,"60002581"
3,2,3,5,0,0,1,1,1,2,"60002581"
4,1,3,0,0,0,1,1,1,2,"60002581"
1,1,1,6,1,2,3,0,3,0,"60002591"
2,2,2,6,1,1,2,0,2,0,"60002591"
3,1,3,4,0,0,2,0,1,2,"60002591"
1,1,1,4,0,0,3,0,3,0,"60002601"
1,1,1,4,0,0,3,0,2,0,"60002602"
2,1,3,0,0,0,1,1,2,0,"60002602"
1,1,1,2,1,2,3,0,3,0,"60002611"
2,2,2,2,1,1,2,0,2,0,"60002611"
3,1,3,5,0,0,1,1,1,2,"60002611"
1,1,1,6,1,2,2,0,2,0,"60002621"
2,2,2,6,1,1,2,0,2,0,"60002621"
3,2,3,5,0,0,1,1,1,2,"60002621"
1,2,1,3,0,0,3,0,3,0,"60002631"
2,1,3,5,0,0,3,0,1,1,"60002631"
3,1,3,5,0,0,3,0,1,1,"60002631"
4,2,3,4,0,0,3,0,1,1,"60002631"
5,1,4,5,0,0,2,0,1,4,"60002631"
6,2,4,0,0,0,2,0,1,4,"60002631"
7,1,4,0,0,0,2,0,1,4,"60002631"
1,1,1,2,1,2,3,0,3,0,"60002641"
2,2,2,2,1,1,3,0,3,0,"60002641"
1,2,1,2,1,2,2,0,2,0,"60002651"
2,1,2,2,1,1,2,0,2,0,"60002651"
3,1,3,0,0,0,1,2,1,1,"60002651"
4,2,3,0,0,0,2,0,1,1,"60002651"
1,2,1,3,0,0,3,0,3,0,"60002661"
2,1,3,5,0,0,2,0,1,1,"60002661"
1,1,1,6,1,2,3,0,3,0,"60002671"
2,2,2,6,1,1,2,0,2,0,"60002671"
3,1,3,5,0,0,1,1,1,2,"60002671"
4,2,3,5,0,0,1,1,1,2,"60002671"
5,1,3,5,0,0,1,1,1,2,"60002671"
1,1,1,6,1,2,2,0,2,0,"60002681"
2,2,2,6,1,1,2,0,2,0,"60002681"
1,1,1,2,1,2,2,0,2,0,"60002691"
2,2,2,2,1,1,2,0,2,0,"60002691"
3,1,3,5,0,0,1,1,2,0,"60002691"
4,1,3,5,0,0,1,1,2,0,"60002691"
5,2,3,5,0,0,2,0,1,2,"60002691"
6,1,3,5,0,0,1,1,2,0,"60002691"
7,2,3,5,0,0,1,1,1,2,"60002691"
8,1,3,0,0,0,1,1,1,2,"60002691"
9,1,3,0,0,0,1,1,1,2,"60002691"
1,1,1,6,1,2,3,0,3,0,"60002701"
2,2,2,6,1,1,3,0,3,0,"60002701"
1,1,1,4,0,0,3,0,2,0,"60002711"
2,1,3,5,0,0,1,1,2,0,"60002711"
3,2,7,4,0,0,2,0,2,0,"60002711"
1,2,1,3,0,0,3,0,2,0,"60002721"
2,1,3,5,0,0,3,0,1,1,"60002721"
3,1,3,5,0,0,3,0,1,1,"60002721"
1,2,1,3,0,0,3,0,3,0,"60002731"
2,1,4,5,0,0,2,0,2,0,"60002731"
1,2,1,4,0,0,3,0,3,0,"60002741"
2,2,3,4,0,0,2,0,1,1,"60002741"
3,2,4,5,0,0,2,0,1,2,"60002741"
4,2,4,0,0,0,2,0,1,2,"60002741"
1,1,1,2,1,2,3,0,3,0,"60002751"
2,2,2,2,1,1,3,0,3,0,"60002751"
3,1,3,5,0,0,1,1,1,2,"60002751"
4,1,3,4,0,0,1,1,1,2,"60002751"
5,1,3,4,0,0,1,1,1,2,"60002751"
6,1,9,3,0,0,3,0,3,0,"60002751"
1,2,1,6,2,0,2,0,2,0,"60002771"
2,2,3,4,0,0,2,0,1,1,"60002771"
3,2,4,0,0,0,2,0,1,2,"60002771"
1,2,1,4,0,0,2,0,2,0,"60002781"
1,1,1,1,1,2,2,0,2,0,"60002791"
2,2,2,1,1,1,2,0,2,0,"60002791"
3,2,3,0,0,0,1,1,1,2,"60002791"
1,2,1,2,1,2,3,0,2,0,"60002801"
2,1,2,2,1,1,2,0,2,0,"60002801"
3,1,3,0,0,0,1,2,1,1,"60002801"
4,2,7,5,0,0,2,0,2,0,"60002801"
5,2,9,5,0,0,2,0,1,4,"60002801"
6,2,7,5,0,0,2,0,2,0,"60002801"
1,1,1,2,1,2,2,0,2,0,"60002811"
2,2,2,2,1,1,2,0,2,0,"60002811"
3,1,3,0,0,0,1,1,1,2,"60002811"
1,2,1,6,1,2,3,0,2,0,"60002821"
2,1,2,6,1,1,3,0,2,0,"60002821"
3,2,3,5,0,0,1,2,1,1,"60002821"
4,2,3,5,0,0,1,2,1,1,"60002821"
5,1,3,5,0,0,1,2,1,1,"60002821"
1,2,1,3,0,0,3,0,3,0,"60002831"
2,1,3,2,1,3,3,0,1,1,"60002831"
3,2,8,2,1,2,2,0,2,0,"60002831"
4,2,4,4,0,0,1,2,1,3,"60002831"
5,1,9,0,0,0,2,0,1,4,"60002831"
6,1,9,0,0,0,2,0,1,4,"60002831"
1,1,1,2,1,2,3,0,3,0,"60002841"
2,2,2,2,1,1,2,0,2,0,"60002841"
3,1,3,5,0,0,1,1,1,2,"60002841"
4,1,3,5,0,0,1,1,1,2,"60002841"
1,2,1,2,1,2,3,0,2,0,"60002851"
2,1,2,2,1,1,2,0,2,0,"60002851"
3,2,3,5,0,0,1,2,1,1,"60002851"
4,2,3,0,0,0,1,2,1,1,"60002851"
1,1,1,2,1,2,2,0,2,0,"60002871"
2,2,2,2,1,1,2,0,2,0,"60002871"
3,1,3,5,0,0,1,1,1,2,"60002871"
4,1,3,0,0,0,1,1,1,2,"60002871"
1,1,1,5,0,0,2,0,2,0,"60002881"
1,2,1,5,0,0,2,0,2,0,"60002891"
1,1,1,2,1,2,2,0,2,0,"60002901"
2,2,2,2,1,1,2,0,2,0,"60002901"
3,1,3,5,0,0,1,1,2,0,"60002901"
4,1,3,5,0,0,2,0,1,2,"60002901"
5,1,3,5,0,0,2,0,1,2,"60002901"
6,2,5,4,0,0,3,0,3,0,"60002901"
1,2,1,4,0,0,2,0,2,0,"60002911"
2,2,3,5,0,0,2,0,1,1,"60002911"
1,1,1,2,1,2,2,0,2,0,"60002921"
2,2,2,2,1,1,2,0,2,0,"60002921"
3,1,3,0,0,0,1,1,1,2,"60002921"
1,2,1,4,0,0,3,0,2,0,"60002931"
2,1,3,5,0,0,2,0,1,1,"60002931"
3,1,7,5,0,0,2,0,2,0,"60002931"
4,1,9,5,0,0,2,0,2,0,"60002931"
1,1,1,2,1,2,3,0,3,0,"60002941"
2,2,2,2,1,1,3,0,3,0,"60002941"
1,1,1,6,1,2,3,0,3,0,"60002951"
2,2,2,6,1,1,2,0,2,0,"60002951"
3,2,3,5,0,0,1,1,1,2,"60002951"
1,2,1,2,1,2,2,0,2,0,"60002961"
2,1,2,2,1,1,2,0,2,0,"60002961"
3,2,3,0,0,0,1,2,1,1,"60002961"
4,1,3,0,0,0,1,2,1,1,"60002961"
1,2,1,3,0,0,3,0,3,0,"60002971"
2,2,9,5,0,0,2,0,2,0,"60002971"
1,1,1,2,1,2,3,0,2,0,"60002981"
2,2,2,2,1,1,2,0,3,0,"60002981"
1,2,1,3,0,0,3,0,3,0,"60002991"
1,1,1,2,1,2,2,0,2,0,"60003001"
2,2,2,2,1,1,2,0,2,0,"60003001"
3,2,3,5,0,0,1,1,1,2,"60003001"
1,1,1,2,1,2,2,0,2,0,"60003011"
2,2,2,2,1,1,3,0,2,0,"60003011"
3,2,3,0,0,0,1,1,1,2,"60003011"
1,1,1,2,1,2,3,0,2,0,"60003021"
2,2,2,2,1,1,2,0,3,0,"60003021"
1,1,1,5,0,0,3,0,1,3,"60003031"
2,1,3,5,0,0,1,1,2,0,"60003031"
3,2,5,3,0,0,3,0,3,0,"60003031"
4,1,9,5,0,0,2,0,2,0,"60003031"
5,1,9,5,0,0,2,0,2,0,"60003031"
1,2,1,4,0,0,2,0,2,0,"60003041"
2,2,3,0,0,0,2,0,1,1,"60003041"
1,1,1,6,2,0,3,0,2,0,"60003051"
1,1,1,6,1,2,2,0,2,0,"60003061"
2,2,2,6,1,1,2,0,2,0,"60003061"
3,1,3,0,0,0,1,1,1,2,"60003061"
1,1,1,6,1,2,3,0,2,0,"60003071"
2,2,2,6,1,1,2,0,3,0,"60003071"
1,1,1,2,1,2,3,0,2,0,"60003072"
2,2,2,2,1,1,2,0,2,0,"60003072"
3,2,3,5,0,0,2,0,1,2,"60003072"
4,1,3,0,0,0,1,1,1,2,"60003072"
1,1,1,6,1,2,3,0,3,0,"60003081"
2,2,2,6,1,1,3,0,2,0,"60003081"
1,2,1,4,0,0,2,0,2,0,"60003091"
2,1,3,0,0,0,2,0,1,1,"60003091"
1,2,1,4,0,0,2,0,2,0,"60003101"
1,2,1,2,2,0,3,0,3,0,"60003111"
2,1,3,0,0,0,2,0,1,1,"60003111"
3,1,3,0,0,0,2,0,1,1,"60003111"
1,2,1,4,0,0,3,0,3,0,"60003112"
2,1,3,5,0,0,2,0,1,1,"60003112"
3,1,3,0,0,0,2,0,1,1,"60003112"
1,2,1,2,1,2,3,0,3,0,"60003121"
2,1,2,2,1,1,3,0,3,0,"60003121"
3,1,3,5,0,0,1,2,1,1,"60003121"
4,2,14,5,0,0,3,0,3,0,"60003121"
1,2,1,5,0,0,3,0,3,0,"60003131"
2,1,3,5,0,0,2,0,1,1,"60003131"
3,1,7,5,0,0,3,0,3,0,"60003131"
1,1,1,2,1,2,3,0,3,0,"60003141"
2,2,2,2,1,1,2,0,2,0,"60003141"
3,2,3,5,0,0,1,1,1,2,"60003141"
1,2,1,3,0,0,3,0,3,0,"60003151"
2,2,3,5,0,0,3,0,1,1,"60003151"
3,1,4,5,0,0,2,0,1,2,"60003151"
1,2,1,4,0,0,3,0,2,0,"60003161"
2,1,4,0,0,0,2,0,2,0,"60003161"
1,1,1,6,1,2,2,0,3,0,"60003171"
2,2,2,6,1,1,3,0,2,0,"60003171"
1,1,1,6,1,2,3,0,3,0,"60003181"
2,2,2,6,1,1,3,0,2,0,"60003181"
1,1,1,2,1,2,2,0,2,0,"60003182"
2,2,2,2,1,1,2,0,2,0,"60003182"
3,2,3,0,0,0,1,1,1,2,"60003182"
1,2,1,4,0,0,3,0,3,0,"60003191"
2,2,4,5,0,0,2,0,2,0,"60003191"
3,2,4,1,2,0,2,0,2,0,"60003191"
4,1,9,0,0,0,2,0,1,3,"60003191"
5,1,9,0,0,0,2,0,1,3,"60003191"
6,1,9,0,0,0,2,0,1,3,"60003191"
1,2,1,5,0,0,2,0,2,0,"60003201"
2,2,3,0,0,0,2,0,1,1,"60003201"
1,1,1,1,1,2,3,0,2,0,"60003211"
2,2,2,1,1,1,2,0,2,0,"60003211"
3,2,3,5,0,0,1,1,1,2,"60003211"
4,1,3,0,0,0,1,1,1,2,"60003211"
1,1,1,6,1,2,2,0,3,0,"60003221"
2,2,2,6,1,1,2,0,3,0,"60003221"
3,2,3,5,0,0,2,0,1,2,"60003221"
4,2,3,0,0,0,1,1,1,2,"60003221"
1,1,1,2,1,2,2,0,2,0,"60003231"
2,2,2,2,1,1,2,0,2,0,"60003231"
3,1,3,5,0,0,1,1,1,2,"60003231"
4,2,3,5,0,0,1,1,1,2,"60003231"
1,1,1,2,1,2,2,0,2,0,"60003241"
2,2,2,2,1,1,2,0,2,0,"60003241"
3,2,3,0,0,0,1,1,1,2,"60003241"
4,2,3,0,0,0,1,1,1,2,"60003241"
1,1,1,6,1,2,3,0,2,0,"60003251"
2,2,2,6,1,1,3,0,3,0,"60003251"
3,1,3,5,0,0,1,1,1,2,"60003251"
4,1,3,5,0,0,1,1,1,2,"60003251"
5,2,14,5,0,0,2,0,2,0,"60003251"
1,2,1,2,2,0,2,0,2,0,"60003261"
2,2,3,0,0,0,2,0,1,1,"60003261"
1,2,1,2,1,2,3,0,2,0,"60003271"
2,1,2,2,1,1,3,0,2,0,"60003271"
3,1,3,5,0,0,1,2,1,1,"60003271"
4,1,3,5,0,0,1,2,1,1,"60003271"
1,1,1,4,0,0,1,3,3,0,"60003281"
2,1,3,5,0,0,1,1,2,0,"60003281"
3,1,5,3,0,0,3,0,3,0,"60003281"
1,2,1,4,0,0,2,0,2,0,"60003301"
2,1,3,5,0,0,2,0,1,1,"60003301"
3,1,3,0,0,0,2,0,1,1,"60003301"
4,1,3,0,0,0,2,0,1,1,"60003301"
1,1,1,6,1,2,3,0,3,0,"60003311"
2,2,2,6,1,1,3,0,3,0,"60003311"
3,1,3,5,0,0,1,1,1,2,"60003311"
1,2,1,4,0,0,3,0,3,0,"60003321"
2,2,3,5,0,0,2,0,1,1,"60003321"
3,1,4,0,0,0,2,0,2,0,"60003321"
1,1,1,2,1,2,3,0,2,0,"60003331"
2,2,2,2,1,1,3,0,3,0,"60003331"
3,1,3,5,0,0,1,1,1,2,"60003331"
1,1,1,2,1,2,2,0,2,0,"60003341"
2,2,2,2,1,1,2,0,2,0,"60003341"
3,2,3,5,0,0,1,1,1,2,"60003341"
4,2,3,5,0,0,1,1,1,2,"60003341"
5,1,3,0,0,0,1,1,1,2,"60003341"
1,1,1,5,0,0,3,0,2,0,"60003351"
1,1,1,3,0,0,3,0,3,0,"60003361"
1,1,1,6,1,2,3,0,2,0,"60003381"
2,2,2,6,1,1,2,0,2,0,"60003381"
3,1,3,5,0,0,1,1,1,2,"60003381"
4,1,3,0,0,0,1,1,1,2,"60003381"
5,1,3,0,0,0,1,1,1,2,"60003381"
1,1,1,2,1,2,3,0,2,0,"60003391"
2,2,2,2,1,1,2,0,2,0,"60003391"
3,1,3,0,0,0,3,0,1,2,"60003391"
4,1,3,0,0,0,1,1,1,2,"60003391"
1,1,1,2,1,2,3,0,2,0,"60003401"
2,2,2,2,1,1,3,0,2,0,"60003401"
3,1,3,5,0,0,1,1,1,2,"60003401"
4,2,3,0,0,0,1,1,1,2,"60003401"
1,2,1,3,0,0,3,0,3,0,"60003411"
1,1,1,2,1,2,3,0,3,0,"60003421"
2,2,2,2,1,1,3,0,2,0,"60003421"
3,1,3,5,0,0,1,1,1,2,"60003421"
4,2,4,5,0,0,2,0,2,0,"60003421"
5,2,4,0,0,0,2,0,2,0,"60003421"
1,1,1,6,1,2,3,0,2,0,"60003431"
2,2,2,6,1,1,3,0,2,0,"60003431"
3,1,3,5,0,0,1,1,1,2,"60003431"
4,1,3,5,0,0,1,1,1,2,"60003431"
5,2,3,4,0,0,1,1,1,2,"60003431"
6,1,4,5,0,0,2,0,1,5,"60003431"
1,1,1,6,1,2,3,0,2,0,"60003441"
2,2,2,6,1,1,2,0,2,0,"60003441"
3,2,3,5,0,0,1,1,1,2,"60003441"
4,1,3,5,0,0,1,1,1,2,"60003441"
1,1,1,2,1,2,3,0,3,0,"60003451"
2,2,2,2,1,1,3,0,3,0,"60003451"
3,1,4,5,0,0,2,0,2,0,"60003451"
1,1,1,5,0,0,2,0,2,0,"60003461"
1,2,1,6,1,2,3,0,3,0,"60003471"
2,1,2,6,1,1,3,0,3,0,"60003471"
3,1,3,5,0,0,1,2,1,1,"60003471"
4,2,3,4,0,0,1,2,1,1,"60003471"
5,1,4,0,0,0,2,0,1,4,"60003471"
6,2,4,0,0,0,2,0,2,0,"60003471"
1,1,1,2,1,2,2,0,3,0,"60003481"
2,2,2,2,1,1,3,0,3,0,"60003481"
3,1,3,5,0,0,1,1,1,2,"60003481"
4,1,3,5,0,0,1,1,1,2,"60003481"
1,1,1,1,1,2,2,0,2,0,"60003491"
2,2,2,1,1,1,2,0,2,0,"60003491"
1,1,1,2,1,2,3,0,3,0,"60003501"
2,2,2,2,1,1,3,0,3,0,"60003501"
3,2,3,5,0,0,1,1,1,2,"60003501"
4,1,3,5,0,0,1,1,1,2,"60003501"
1,2,1,4,0,0,3,0,2,0,"60003511"
2,2,3,5,0,0,2,0,1,1,"60003511"
3,2,4,0,0,0,2,0,1,2,"60003511"
4,2,4,0,0,0,2,0,1,2,"60003511"
1,1,1,6,1,2,2,0,2,0,"60003521"
2,2,2,6,1,1,3,0,2,0,"60003521"
3,1,3,5,0,0,2,0,1,2,"60003521"
4,1,3,5,0,0,1,1,1,2,"60003521"
5,2,3,5,0,0,1,1,1,2,"60003521"
6,2,3,5,0,0,1,1,1,2,"60003521"
1,2,1,4,0,0,3,0,3,0,"60003531"
1,1,1,6,1,2,3,0,3,0,"60003541"
2,2,2,6,1,1,3,0,3,0,"60003541"
3,1,3,5,0,0,2,0,1,2,"60003541"
